LINK_ID,terrain_shadow_ratio,terrain_shadow_max,building_shadow_ratio,building_shadow_mean_hours,building_shadow_max_hours,building_shadow_peak_ratio,combined_shadow_ratio,terrain_shadow_percent,building_shadow_percent,combined_shadow_percent
1840003802,0.0352941177785396,0.0588235296308994,0.2941176470588235,2.5,3.5,1.0,0.3190311419613221,3.5,29.4,31.9
1840003803,0.0,0.0,0.3333333333333333,2.833333333333333,3.0,1.0,0.33333333333333326,0.0,33.3,33.3
1840003804,0.0,0.0,0.3725490196078431,3.1666666666666665,3.5,1.0,0.37254901960784315,0.0,37.3,37.3
1840003806,0.0196078432102998,0.0588235296308994,0.3529411764705882,3.0,4.0,1.0,0.36562860443019396,2.0,35.3,36.6
1840003807,0.0,0.0,0.5735294117647058,4.875,6.0,0.875,0.5735294117647058,0.0,57.4,57.4
1840004100,0.0504201682550566,0.1176470592617988,0.7151702786377709,6.078947368421052,8.5,0.9473684210526316,0.7295314411128955,5.0,71.5,73.0
1840004101,0.0294117648154497,0.0588235296308994,0.5882352941176471,5.0,5.5,1.0,0.6003460208063617,2.9,58.8,60.0
1840004102,0.0294117648154497,0.1176470592617988,0.7137254901960784,6.066666666666666,7.5,0.9333333333333332,0.7221453287510895,2.9,71.4,72.2
1840004200,0.0,0.0,0.4558823529411764,3.875,4.0,1.0,0.4558823529411764,0.0,45.6,45.6
1840004201,0.0588235296308994,0.0588235296308994,0.2352941176470588,2.0,2.0,1.0,0.2802768167765701,5.9,23.5,28.0
1840004202,0.0352941177785396,0.1176470592617988,0.4027149321266968,3.423076923076923,5.0,0.8461538461538461,0.4237955816595801,3.5,40.3,42.4
1840004203,0.0420168068792138,0.1176470592617988,0.3591331269349845,3.0526315789473686,5.5,0.8947368421052632,0.3860603065758429,4.2,35.9,38.6
1840004301,0.1176470592617988,0.1176470592617988,0.5462184873949579,4.642857142857143,5.5,1.0,0.599604547900312,11.8,54.6,60.0
1840004304,0.0588235296308994,0.0588235296308994,0.0588235294117647,0.5,0.5,1.0,0.1141868514173171,5.9,5.9,11.4
1840004305,0.0784313728411992,0.1176470592617988,0.7647058823529411,6.5,8.5,1.0,0.7831603230214585,7.8,76.5,78.3
1840004306,0.0588235296308994,0.0588235296308994,0.3375959079283887,2.869565217391304,6.5,1.0,0.3765608546659922,5.9,33.8,37.7
1840004309,0.0588235296308994,0.0588235296308994,0.538235294117647,4.575,8.0,0.9,0.5653979239766211,5.9,53.8,56.5
1840004401,0.0588235296308994,0.0588235296308994,0.142156862745098,1.2083333333333333,2.0,0.8333333333333334,0.19261822394807548,5.9,14.2,19.3
1840004402,0.0588235296308994,0.0588235296308994,0.0380622837370242,0.3235294117647059,1.5,0.2941176470588235,0.09464685549269913,5.9,3.8,9.5
1840004403,0.0588235296308994,0.0588235296308994,0.0784313725490196,0.6666666666666666,1.0,1.0,0.13264129201278962,5.9,7.8,13.3
1840004404,0.1176470592617988,0.1176470592617988,0.3137254901960784,2.6666666666666665,3.0,1.0,0.3944636681208423,11.8,31.4,39.4
1840004405,0.102941176854074,0.1176470592617988,0.3529411764705882,3.0,6.0,0.7,0.4195501732585184,10.3,35.3,42.0
1840004406,0.0588235296308994,0.0588235296308994,0.1058823529411764,0.9,1.5,0.7,0.15847750884645118,5.9,10.6,15.8
1840004409,0.0588235296308994,0.0588235296308994,0.326797385620915,2.7777777777777777,6.0,0.7777777777777778,0.3663975395554421,5.9,32.7,36.6
1840004500,0.0955882361158728,0.1764705926179886,0.6694677871148459,5.690476190476191,8.0,0.9047619047619048,0.701062778324014,9.6,66.9,70.1
1840004501,0.0882352944463491,0.1176470592617988,0.5294117647058824,4.5,4.5,1.0,0.5709342562100467,8.8,52.9,57.1
