LINK_ID,ROAD_NAME,교량명
1850324902,유등로,유등천좌안1교
1860198200,북유성대로,유성교
1860066100,박산로,구암(상)교
1850228800,대전남부순환고속도로,
1850335001,-,한샘대교
1860630800,유성대로298번길,
1860630800,유성대로298번길,삭제
1860336500,호남고속도로지선,학하교
1870004501,신탄진로,상서교
1840164600,대전남부순환고속도로,무수1교
1840164600,대전남부순환고속도로,침산교
1840164600,대전남부순환고속도로,무수5교
1840164600,대전남부순환고속도로,침산2교
1840022401,천근로69번길,문화육교
1850323300,-,정림대교
1830027101,대전천동로,선화교
1840035902,인창로,인창교
1840061306,대전천북로,삼선교
1860639003,당진영덕고속도로,유성교
1830452502,우암로,대동천2교
1850305000,유등로,버드내다리
1840165100,대전남부순환고속도로,무수2교
1840165100,대전남부순환고속도로,무수1교
1860603901,과학로,구성교
1860082202,대학로,카이스트교
1830057705,이사로,
1860010906,호남고속도로지선,전민육교
1860068200,-,갑천대교
1840043002,계룡로816번길,철도
1840122104,산서로,무수1교
1830027400,중앙로,동서교
1830179000,대전남부순환고속도로,이사1교
1830179000,대전남부순환고속도로,이사2교
1830183900,통영대전고속도로,구도1교
1850064000,대덕대로,괴정육교
1860193401,학하로,화산제3교
1860353802,엑스포로,전민육교
1850311600,갑천도시고속도로,카이스트교
1860024100,유성대로,
1840166500,대전남부순환고속도로,무수3교
1860006902,유성대로,궁둥교
1860167201,당진영덕고속도로,유성JCT2교
1870298308,대덕대로1527번길,
1870055200,천변도시고속도로,당산교
1860630802,유성대로298번길,
1860112901,북유성대로,침신교
1870496803,갑천도시고속도로,문평대교
1850236500,월드컵대로,계룡대교
1830472100,대전로906번길,대동천1교
1860218500,노은로,신성육교
1860331801,북유성대로,유성교
1840005502,충무로,보문교
1870053703,대전로,
1850004900,계백로,가수원교
1830055900,세천공원로,세천2교
1840126712,운남로,
1860065403,온천서로,장명교
2830023200,신탄진로,현도교
1830018401,충무로,제1치수교
1860007002,유성대로,궁둥교
1860108800,은구비로156번길,죽전교
1850006800,계백로,유등교
1840011200,뿌리공원로,안영교
1840043600,대흥로,대흥교
1860007412,호남고속도로지선,탄동교
1840019601,과례로22번길,과례육교
1840028800,보문로,문창교
1860639400,테크노중앙로,미래남교
1840193103,유등천동로,가장교
1860075202,문화원로37번길,장대2교
1830476201,중교로,중교
1850126800,한밭대로,한밭대교
1870088402,-,세월교
1830492001,삼가로,대동천교
1830492001,삼가로,가양교
1830191400,경부고속도로,비룡JCT2교
1830191400,경부고속도로,비룡JCT교
1860120600,반석서로,자족2교
1860496700,대덕대로,화암육교
1850334001,-,관저2교
1850126801,한밭대로,한밭대교
1860204300,유성대로,화산1교
1860332700,호남고속도로지선,학하2교
1850038900,보문산로,버드내다리
1830015101,산서로,대별교
1860019300,대정남로,대정교
1840173100,대전남부순환고속도로,구완2교
1840122000,산서로,무수1교
1860011002,호남고속도로지선,탑립육교
1860007308,호남고속도로지선,탄동교
1860074900,문화원로,장대2교
1850098500,둔산남로,삼천교
1860221000,봉명로,원신흥교
1860340300,호남고속도로지선,유성천변교
1860340300,호남고속도로지선,유성천교
1860387600,죽동로,죽2교
1870004608,신탄진로,상서교
1860631700,대전남부순환고속도로,서대전IC2교
1870021301,동춘당로,비래굴다리
1870003600,경부고속도로,호남고속도로지선
1870003600,경부고속도로,경부고속도로
1840061100,대종로,중촌고가교
1860133700,엑스포로539번길,탑립육교
1860604900,갑천도시고속도로,카이스트교
1860638900,당진영덕고속도로,유성교
1870198400,경부고속도로,신탄진IC교
1860012400,호남고속도로지선,무명교
1860498700,구즉세종로,문평대교
1870206600,경부고속도로,가양대교
1850005100,계백로,가수원교
1850005100,계백로,청림육교
1860444900,갑천로,
1860167100,호남고속도로지선,하기1교
1860167100,호남고속도로지선,유성JCT1교
1830180001,대전남부순환고속도로,산내JCT3교
1830180001,대전남부순환고속도로,이사2교
1830180001,대전남부순환고속도로,
1840133600,은어송로,가오교
1840010301,대둔산로,안영고가교
1830004601,대전로,대별교
1840056400,-,
